dayofweek, latitude, longitude, pred_Severity 
0.5,0.029474026491367836,0.13264796128349515,1.9173673391342163
0.5,0.029474026491367836,0.13791550385965742,1.9131543636322021
0.5,0.029474026491367836,0.14318304643572372,1.908942461013794
0.5,0.029474026491367836,0.14845058901188599,1.9047300815582275
0.5,0.029474026491367836,0.15371813158795228,1.9005181789398193
0.5,0.029474026491367836,0.15898567416411455,1.8963901996612549
0.5,0.029474026491367836,0.16425321674018084,1.8924258947372437
0.5,0.029474026491367836,0.1695207593163431,1.8884605169296265
0.5,0.029474026491367836,0.17478830189250538,1.8844956159591675
0.5,0.029474026491367836,0.18005584446857167,1.8805313110351562
0.5,0.029474026491367836,0.18532338704473394,1.8765665292739868
0.5,0.029474026491367836,0.19059092962080024,1.8728585243225098
0.5,0.029474026491367836,0.1958584721969625,1.8693201541900635
0.5,0.029474026491367836,0.20112601477312478,1.8657822608947754
0.5,0.029474026491367836,0.20639355734919107,1.8622496128082275
0.5,0.029474026491367836,0.21166109992535334,1.858864426612854
0.5,0.029474026491367836,0.21692864250141963,1.8554786443710327
0.5,0.029474026491367836,0.2221961850775819,1.8520934581756592
0.5,0.029474026491367836,0.2274637276536482,1.848708152770996
0.5,0.029474026491367836,0.23273127022981047,1.8453218936920166
0.5,0.029474026491367836,0.23799881280597274,1.8397939205169678
0.5,0.029474026491367836,0.24326635538203903,1.8333882093429565
0.5,0.029474026491367836,0.2485338979582013,1.8270291090011597
0.5,0.029474026491367836,0.25380144053426756,1.820723533630371
0.5,0.029474026491367836,0.25906898311042986,1.8145694732666016
0.5,0.029474026491367836,0.2643365256864961,1.8084502220153809
0.5,0.029474026491367836,0.2696040682626584,1.8023340702056885
0.5,0.029474026491367836,0.27487161083882067,1.7964694499969482
0.5,0.029474026491367836,0.280139153414887,1.7907977104187012
0.5,0.029474026491367836,0.28540669599104923,1.7851417064666748
0.5,0.029474026491367836,0.29067423856711555,1.7803175449371338
0.5,0.029474026491367836,0.2959417811432778,1.77565598487854
