1,37.80701999986013, -122.41811109675795,1
5,37.775951244274886, -122.42279133102403,2
1,37.787063186214986, -122.41763416000491,2
2,37.80328280910398, -122.44691273699769,2
3,37.71361833835551, -122.44328549047036,2
4,37.719249028646615, -122.39643443381114,2
2,37.72471088842034, -122.41987487543467,1
2,37.78013570117457, -122.40877066526002,2
2,37.78013570117457, -122.40877066526002,1
3,37.7867787589097, -122.39826164734205,3
3,37.78367787411241, -122.41092835334732,5
4,37.72103059142018, -122.44712504568645,1
4,37.72103059142018, -122.44712504568645,1
5,37.72444057453729, -122.38827504487075,3
5,37.77007789898515, -122.42659275467197,1
2,37.77808104667105, -122.40182699612348,5
6,37.758877467076275, -122.47689105534914,1
4,37.76102144685904, -122.43944431526643,2
6,37.7641020287178, -122.43531842332727,2
7,37.805444041394416, -122.42285771955805,2
6,37.805931388229446, -122.41872081930302,2
7,37.783991676816086, -122.40806834514827,2
3,37.775420706711, -122.40340479147905,2
7,37.7584654002646, -122.42090799833352,1
4,37.72094516162954, -122.47827820633243,1
7,37.72094516162954, -122.47827820633243,2
3,37.771135132680584, -122.42680687725493,1
7,37.72094516162954, -122.47827820633243,2
3,37.72094516162954, -122.47827820633243,1
1,37.775420706711, -122.40340479147905,2
3,37.775420706711, -122.40340479147905,1
3,37.804551986613454, -122.43369928162741,1
3,37.804551986613454, -122.43369928162741,1
7,37.77082136535491, -122.43683527037425,1
5,37.780033299100644, -122.46427987944624,2
7,37.76080106288405, -122.43556301629391,2
1,37.80028963353256, -122.41843657714963,2
5,37.75729929741014, -122.41454466856068,1
2,37.736608458528515, -122.433769475099,2
6,37.76443456057202, -122.49815598178712,2
1,37.76375001108124, -122.47278993845036,2
3,37.771133235443244, -122.45750758354083,1
3,37.771133235443244, -122.45750758354083,1
2,37.79995196039539, -122.40957637326183,2
4,37.780033299100644, -122.46427987944624,1
5,37.76102441670227, -122.41921219863598,1
2,37.77210696616694, -122.43043652347433,1
1,37.77014816722694, -122.41343139741369,2
6,37.74299701440755, -122.42164447844698,2
2,37.74693692851275, -122.41361795251348,3
3,37.75445344114726, -122.40352479521796,3
4,37.78764305017998, -122.40343408674543,4
4,37.78764305017998, -122.40343408674543,1
3,37.77973763389907, -122.40716304695442,2
3,37.782731788488746, -122.40648197274311,2
1,37.77186361771543, -122.4140272626904,2
5,37.72852806274646, -122.47564746078615,2
3,37.74852368141614, -122.49964898368134,1
4,37.72615810971581, -122.39556507718554,1
4,37.72615810971581, -122.39556507718554,1
2,37.781280554263034, -122.4558957263723,1
1,37.777311027403265, -122.4086487351704,2
1,37.77004910961195, -122.40700425524051,2
2,37.777074192256045, -122.41699108964418,1
4,37.72518972367484, -122.46168315955899,2
5,37.78423628778867, -122.4177103447255,1
5,37.80471543904744, -122.44202880553239,1
4,37.785977476162536, -122.40535937175287,2
4,37.785137381488944, -122.41445716230919,1
1,37.765249115438266, -122.4163897102833,2
1,37.75926900365483, -122.42823159163031,2
6,37.771061135607866, -122.45307885567333,2
3,37.71436154987557, -122.49206801733959,3
1,37.767002028647774, -122.42215811039273,1
1,37.74636244735492, -122.4234838326707,1
5,37.78635878083859, -122.41563265429396,2
5,37.7886861744434, -122.39272733107384,1
4,37.78175098615835, -122.4051507293503,1
4,37.77045074589276, -122.40157045985191,2
2,37.77063059107756, -122.41248326347984,2
1,37.772540539159316, -122.46620466789287,2
5,37.78461605327238, -122.44483469177862,2
7,37.76512964280117, -122.39677416033791,3
1,37.79076385893032, -122.39009424824665,2
5,37.77406041195794, -122.43761276619114,1
7,37.79673916925092, -122.42278588279981,1
2,37.781380088012774, -122.45629584646903,1
6,37.73245465147955, -122.4677431939717,2
3,37.75300428772233, -122.40633841268497,1
4,37.75941442532865, -122.41919683860348,2
4,37.78761063658544, -122.40581951516872,2
5,37.725207123146674, -122.38722824230766,3
6,37.789042686365555, -122.42460684909224,5
6,37.75942275062966, -122.41905886810274,5
6,37.79414474237039, -122.39642194376758,5
6,37.74726229220655, -122.39601015438394,1
4,37.761316183664064, -122.46404477780406,2
7,37.737504218955735, -122.395572399938,1
3,37.768440391576576, -122.42215864567726,2
6,37.799872099388594, -122.41330048233284,5
7,37.785788376688764, -122.41297053759102,1
7,37.7863072236365, -122.40529484521453,2
7,37.77989123361396, -122.4218931344669,1
2,37.765249115438266, -122.4163897102833,1
2,37.78097067220534, -122.40871060666346,5
5,37.765851097743536, -122.41967661614986,2
5,37.792616896352975, -122.40504699064968,1
3,37.78012428780563, -122.44589358121208,2
3,37.78012428780563, -122.44589358121208,1
6,37.78915877129605, -122.4161992045022,2
5,37.787809295956144, -122.40656817787001,2
5,37.787809295956144, -122.40656817787001,1
5,37.77091305661651, -122.41054116698672,2
6,37.72272703835756, -122.43619448489602,2
6,37.730409680833546, -122.37849417397524,5
