2,37.79850834804346, -122.40979166229266
4,37.717735788495894, -122.4269330155777
4,37.717735788495894, -122.4269330155777
4,37.717735788495894, -122.4269330155777
4,37.72572292401222, -122.43241215661554
5,37.78520719184194, -122.40669059226074
7,37.78165428060756, -122.41550824278183
3,37.714646925787356, -122.4472676145067
3,37.75800216645888, -122.38731627943338
1,37.76233188153721, -122.38973805268617
3,37.78630399071657, -122.43155320019567
3,37.78489228188199, -122.43557582019574
3,37.77738849494104, -122.42645545252621
4,37.78454553552158, -122.42284079465297
5,37.73828383469711, -122.48510062151247
7,37.78063128260152, -122.47564650940159
6,37.78348574556014, -122.41243690186674
6,37.75831781832872, -122.48958640650625
6,37.76420071608683, -122.3908197324596
6,37.79317730258365, -122.40772976999052
7,37.76140689353552, -122.4052263602827
2,37.77386177716113, -122.41304597196554
2,37.71525206663688, -122.46254237819242
7,37.76140689353552, -122.4052263602827
7,37.75223916526247, -122.41844818610124
2,37.774088474589, -122.45199302287914
3,37.7165761214948, -122.40012042173255
7,37.75223916526247, -122.41844818610124
3,37.779138754335285, -122.41660769511456
1,37.76815301111592, -122.45433010539584
1,37.78196082218376, -122.42064189373343
1,37.771427859591306, -122.45398162236509
5,37.731772439156614, -122.46399091866871
6,37.73017601616475, -122.39944365894239
5,37.80614208538619, -122.41708175321843
7,37.722054694694684, -122.42712709214925
1,37.75300428772233, -122.40633841268497
5,37.737895076045305, -122.45661719059865
6,37.74823983148438, -122.4304675565179
5,37.75462932109973, -122.40062659905406
6,37.76411417122079, -122.43421066525698
1,37.78546596791508, -122.40558262918599
2,37.775420706711, -122.40340479147905
2,37.73957649446974, -122.45786900682154
7,37.71494034302023, -122.43780411066268
6,37.79043068668745, -122.42564253992113
2,37.775420706711, -122.40340479147905
6,37.77589844620397, -122.41848056480798
6,37.77386177716113, -122.41304597196554
6,37.760433000375365, -122.41592984954755
7,37.79786417443943, -122.40666973995057
2,37.75356457465939, -122.39563543616825
2,37.77787277975861, -122.39142506985705
2,37.77787277975861, -122.39142506985705
1,37.74518509432375, -122.44215576676515
1,37.76613217314354, -122.40172369651208
2,37.79411690579413, -122.39655642617309
2,37.7331886071758, -122.38870755802687
1,37.79057707105374, -122.4206916807917
2,37.782556330201984, -122.41224976763395
1,37.760989908914176, -122.41205624240479
3,37.714500887155445, -122.4828141388674
3,37.76176771829544, -122.43501209378907
3,37.76176771829544, -122.43501209378907
3,37.73229685549131, -122.44319226178389
3,37.77523622314656, -122.41440629479061
2,37.75648641093089, -122.40653911514814
2,37.765240515863326, -122.42977786283869
4,37.797185409335235, -122.4235305474751
4,37.797185409335235, -122.4235305474751
4,37.758918365891034, -122.39317354111667
3,37.764977891803525, -122.42090174945592
5,37.78469690790397, -122.41360932898489
4,37.76844569395111, -122.4312032912503
4,37.76844569395111, -122.4312032912503
5,37.73243108759601, -122.46698497155208
4,37.741458575088274, -122.47067945192705
5,37.78121165076627, -122.40891322980787
5,37.793988022570545, -122.40174787369334
5,37.78691697178854, -122.39486596753407
6,37.781321079537086, -122.44558596537706
6,37.78160457412525, -122.41219255572126
4,37.78402801579695, -122.43124043582867
4,37.80435725468344, -122.43704633254171
4,37.778469219946714, -122.51364206426544
6,37.78764305017998, -122.40343408674543
7,37.77211585168615, -122.42292477394267
6,37.76985682178171, -122.40734329537294
6,37.78819060545463, -122.41858050888914
7,37.76086706716649, -122.4344469286674
4,37.784367700318434, -122.4245611165997
6,37.73996189725057, -122.3982470880976
6,37.761619398564505, -122.42201265482518
7,37.75800216645888, -122.38731627943338
7,37.792269428983566, -122.40781477242624
7,37.788855704269665, -122.41106886970307
2,37.765270960475995, -122.44124166717991
6,37.77246824000607, -122.38951764803554
2,37.78610074516448, -122.41809076669234
4,37.7230650556781, -122.48356927083759
5,37.75758977237597, -122.44700441217063
1,37.77967200554797, -122.42354523204224
6,37.775420706711, -122.40340479147905
3,37.78999652936792, -122.41389228411764
3,37.72588644324353, -122.42627430773317
6,37.77076633480665, -122.49184117994537
7,37.78038213077566, -122.48100331712078
7,37.80642673167898, -122.40714930465734
7,37.80656886145246, -122.40642963346117
7,37.76176816288711, -122.38868871236137
4,37.76837670916828, -122.43231121365045
7,37.76972086304567, -122.4179492178342
7,37.79153820841023, -122.40498494441388
1,37.775800257334076, -122.4141771617915
7,37.7132172373649, -122.4048443502447
1,37.78975182250488, -122.40401394354588
1,37.736601918457, -122.38571435929306
7,37.745920261312435, -122.38854472436874
7,37.785235711069035, -122.4753669476841
1,37.77779922904189, -122.40030242151282
1,37.75260628247562, -122.3916594086776
7,37.74936780223528, -122.4805011045141
1,37.77587129042518, -122.40684183531424
1,37.76815301111592, -122.45433010539584
1,37.782889005058735, -122.46549360831203
1,37.76475738533353, -122.42362253740434
2,37.78348574556014, -122.41243690186674
2,37.788655888761774, -122.40051435623442
2,37.788655888761774, -122.40051435623442
2,37.7652725356657, -122.39532882874866
2,37.74292477822271, -122.40725042351072
6,37.782801173796805, -122.46763023039234
2,37.779944405204645, -122.41431785788087
2,37.779944405204645, -122.41431785788087
2,37.729970067524455, -122.44133814405322
2,37.729970067524455, -122.44133814405322
2,37.729970067524455, -122.44133814405322
2,37.784054185710204, -122.44219553641149
2,37.784054185710204, -122.44219553641149
7,37.759048312345826, -122.39136369818186
2,37.7121502932531, -122.41714480239858
1,37.751257168136895, -122.40804066427397
2,37.75154482877321, -122.43640601520438
6,37.78761093946479, -122.41420144234978
2,37.78237103548864, -122.44804312445392
2,37.78373004094003, -122.41375367048737
6,37.71932764065677, -122.43792838006993
3,37.72910495281224, -122.37118551322087
3,37.75422363423756, -122.47809616093392
3,37.72010984654142, -122.42748261127099
3,37.747999449322556, -122.4208326503028
2,37.742373232753266, -122.42057682538095
2,37.79128630366205, -122.43011876229461
5,37.80656886145246, -122.40642963346117
5,37.80656886145246, -122.40642963346117
5,37.80656886145246, -122.40642963346117
5,37.80656886145246, -122.40642963346117
5,37.80656886145246, -122.40642963346117
4,37.761156085002106, -122.41703191959823
5,37.78049558370905, -122.43214277602536
5,37.780024733106465, -122.43627497948137
7,37.76121422366275, -122.41607093281051
7,37.779849075879056, -122.50943307434102
