Date,Location
02/03/2015(37.7429162365748, -122.448982569824)
02/03/2015(37.7429162365748, -122.448982569824)
02/03/2015(37.7429162365748, -122.448982569824)
02/02/2015(37.7330256190757, -122.435141194073)
02/02/2015(37.7643418581632, -122.430494795393)
02/03/2015(37.7706305910776, -122.41248326348)
02/03/2015(37.7706305910776, -122.41248326348)
02/02/2015(37.7610201697083, -122.432795347224)
02/02/2015(37.7610201697083, -122.432795347224)
02/02/2015(37.7931773025837, -122.407729769991)
02/02/2015(37.7392287557084, -122.391834252347)
02/02/2015(37.7463239632666, -122.41056729237)
02/03/2015(37.7683767091683, -122.43231121365)
02/03/2015(37.7683767091683, -122.43231121365)
02/03/2015(37.7868516471087, -122.421441956086)
02/03/2015(37.7817063075528, -122.492925040569)
01/27/2015(37.7836719564372, -122.415088721046)
02/02/2015(37.796644564492, -122.402139142776)
02/02/2015(37.7125366588715, -122.399584775431)
01/30/2015(37.7654021061194, -122.446780341512)
01/05/2015(37.7120920675614, -122.4208910342)
03/05/2014(37.7843533426568, -122.432914603494)
02/12/2014(37.7763827130285, -122.394102624525)
03/07/2014(37.7892639310458, -122.401378067544)
01/31/2015(37.7998502891642, -122.421730631824)
02/03/2015(37.7906117204093, -122.393413306041)
02/02/2015(37.7661440496945, -122.444450177181)
02/01/2015(37.8063927876763, -122.414613835412)
02/01/2015(37.8063927876763, -122.414613835412)
01/14/2015(37.7186348402533, -122.441317001322)
02/03/2015(37.7856720367472, -122.406852525575)
02/03/2015(37.7300635967742, -122.469780843211)
02/03/2015(37.7300635967742, -122.469780843211)
01/29/2015(37.7474613181905, -122.481305019184)
03/01/2014(37.7900459017168, -122.41720963943)
03/07/2014(37.7843478513151, -122.409313111431)
01/29/2015(37.7474613181905, -122.481305019184)
01/29/2015(37.7474613181905, -122.481305019184)
02/03/2015(37.7657827544276, -122.407538332319)
02/03/2015(37.7657827544276, -122.407538332319)
01/30/2015(37.765493106094, -122.444929183098)
02/03/2015(37.7721958190345, -122.404385042303)
02/03/2015(37.7721958190345, -122.404385042303)
02/03/2015(37.7721958190345, -122.404385042303)
02/03/2015(37.7721958190345, -122.404385042303)
02/02/2015(37.7877570602411, -122.420120319204)
02/03/2015(37.7148371012627, -122.44535757586)
02/03/2015(37.7148371012627, -122.44535757586)
02/02/2015(37.7824465135592, -122.416342977622)
02/03/2015(37.7488679961125, -122.470595847264)
02/03/2015(37.7488679961125, -122.470595847264)
01/22/2015(37.7812707434494, -122.411339562557)
02/03/2015(37.788239899778, -122.409256096494)
02/02/2015(37.7349050342849, -122.386304220968)
02/02/2015(37.7349050342849, -122.386304220968)
02/03/2015(37.775420706711, -122.403404791479)
02/03/2015(37.781446350134, -122.417146843836)
02/03/2015(37.7656058638705, -122.410488829308)
02/03/2015(37.7850629421661, -122.406520987144)
02/03/2015(37.7800332991006, -122.464279879446)
02/03/2015(37.7677850586334, -122.45319019834)
01/30/2015(37.775420706711, -122.403404791479)
01/13/2015(37.7804126251317, -122.504177712633)
02/03/2015(37.7859774761625, -122.405359371753)
01/31/2015(37.7530186537446, -122.418587172219)
02/02/2015(37.7967039278443, -122.408433097286)
02/03/2015(37.7363322364486, -122.411123069982)
02/03/2015(37.7838066631424, -122.409129633669)
02/03/2015(37.7499131969111, -122.39434785768)
02/03/2015(37.7499131969111, -122.39434785768)
02/03/2015(37.7782510832412, -122.419884939457)
02/03/2015(37.7782510832412, -122.419884939457)
02/03/2015(37.7410239696537, -122.42875312207)
02/03/2015(37.7591514070913, -122.389296892558)
02/03/2015(37.7657827544276, -122.407538332319)
02/03/2015(37.7657827544276, -122.407538332319)
02/03/2015(37.7657827544276, -122.407538332319)
01/31/2015(37.7899200014841, -122.422062730264)
01/29/2015(37.7880511870399, -122.423477689614)
01/29/2015(37.7980723406312, -122.424060357638)
01/29/2015(37.7980723406312, -122.424060357638)
02/02/2015(37.7791823933462, -122.409793939547)
02/02/2015(37.7616428225519, -122.401191922623)
02/02/2015(37.7616428225519, -122.401191922623)
02/01/2015(37.7536414673004, -122.408195421597)
01/26/2015(37.7700540212914, -122.450242113384)
01/21/2015(37.770896885856, -122.420303482492)
01/21/2015(37.770896885856, -122.420303482492)
02/03/2015(37.7322951055122, -122.434991623562)
02/03/2015(37.7828946450912, -122.420818330445)
02/02/2015(37.7277502372406, -122.425025030815)
02/03/2015(37.7951006528052, -122.404847847867)
02/03/2015(37.7980532528058, -122.396374439116)
02/03/2015(37.7122834993401, -122.406528551701)
02/03/2015(37.780906077687, -122.413401299155)
01/30/2015(37.7429156050522, -122.460866660633)
02/03/2015(37.7649584350954, -122.452730385108)
02/03/2015(37.7922647537719, -122.428630560161)
02/03/2015(37.7922647537719, -122.428630560161)
02/03/2015(37.7922647537719, -122.428630560161)
02/03/2015(37.7805345385278, -122.408162953857)
02/03/2015(37.7805345385278, -122.408162953857)
02/03/2015(37.7118160189064, -122.399929594658)
02/02/2015(37.7564864109309, -122.406539115148)
02/03/2015(37.7817511307229, -122.411071423064)
01/02/2015(37.7695046066162, -122.451314447797)
02/02/2015(37.745426402054, -122.4313595584)
02/02/2015(37.7768766735218, -122.491956779206)
02/02/2015(37.7768766735218, -122.491956779206)
02/03/2015(37.8013694186977, -122.409373489901)
02/03/2015(37.8013694186977, -122.409373489901)
02/03/2015(37.8013694186977, -122.409373489901)
10/26/2015(37.7841847091303, -122.418562097105)
11/21/2016(37.784353342656765, -122.4329146034938)
02/02/2015(37.7368837969126, -122.389241311502)
02/03/2015(37.7514199300011, -122.418434028318)
02/03/2015(37.7514199300011, -122.418434028318)
02/02/2015(37.7471595293012, -122.429300587346)
02/02/2015(37.7471595293012, -122.429300587346)
01/24/2015(37.7977773593589, -122.40784335615)
02/02/2015(37.7471595293012, -122.429300587346)
02/03/2015(37.7799444052046, -122.414317857881)
02/03/2015(37.7799444052046, -122.414317857881)
02/03/2015(37.7799444052046, -122.414317857881)
02/03/2015(37.7799444052046, -122.414317857881)
02/03/2015(37.7908244663738, -122.418219833881)
02/02/2015(37.7226304966987, -122.443476249751)
02/03/2015(37.7137889657104, -122.414200995694)
02/03/2015(37.7137889657104, -122.414200995694)
02/03/2015(37.7606979828387, -122.478067213175)
02/03/2015(37.7606979828387, -122.478067213175)
02/03/2015(37.775420706711, -122.403404791479)
02/03/2015(37.7990497607213, -122.423907410647)
01/20/2016(37.72453296099497, -122.45921241037463)
02/03/2015(37.7702081959172, -122.4453467866)
02/03/2015(37.7702081959172, -122.4453467866)
02/03/2015(37.7702081959172, -122.4453467866)
03/17/2014(37.7944525389481, -122.404799424951)
02/03/2015(37.7853224073204, -122.412944969085)
02/02/2015(37.7706967930865, -122.407702149718)
02/02/2015(37.7706967930865, -122.407702149718)
02/02/2015(37.7275837825749, -122.465382883406)
02/03/2015(37.7817511307229, -122.411071423064)
02/03/2015(37.7817511307229, -122.411071423064)
03/16/2014(37.8064351103515, -122.42219944483)
02/03/2015(37.801803328729, -122.406428366219)
02/03/2015(37.801803328729, -122.406428366219)
02/03/2015(37.7741219764844, -122.470298083327)
02/03/2015(37.7741219764844, -122.470298083327)
01/26/2015(37.7865647607685, -122.407244087032)
02/02/2015(37.756720759604, -122.410517462775)
02/03/2015(37.7645975666681, -122.394698550916)
01/28/2015(37.7548796352281, -122.414378057249)
02/02/2015(37.7935432687568, -122.401228030968)
02/02/2015(37.7935432687568, -122.401228030968)
02/03/2015(37.7985083480435, -122.409791662293)
02/01/2015(37.7266003621804, -122.407556369323)
01/29/2015(37.7950135264428, -122.40033450691)
02/03/2015(37.78710945429, -122.40642786236)
02/03/2015(37.78710945429, -122.40642786236)
02/03/2015(37.7292626391341, -122.382475491131)
01/27/2015(37.7603928153093, -122.505398845381)
02/03/2015(37.7654433196318, -122.45275843965)
02/02/2015(37.763558459678, -122.477172370751)
03/26/2014(37.7621738188702, -122.466180771685)
02/03/2015(37.7825859895625, -122.408560037296)
02/02/2015(37.7826911213472, -122.409536662692)
02/02/2015(37.7826911213472, -122.409536662692)
01/05/2015(37.7867316808533, -122.404587539604)
02/03/2015(37.7215602036508, -122.392216911504)
02/03/2015(37.7564864109309, -122.406539115148)
02/03/2015(37.7993401835421, -122.409835057079)
03/27/2014(37.7658426354415, -122.406553700757)
02/03/2015(37.7993401835421, -122.409835057079)
02/03/2015(37.7342866628413, -122.405495088281)
02/03/2015(37.7853238292094, -122.417107256373)
02/03/2015(37.7819119628298, -122.413047972078)
02/02/2015(37.7698987243733, -122.429248840104)
02/02/2015(37.800406453512, -122.439917841054)
02/03/2015(37.7848656939526, -122.412784096502)
02/03/2015(37.7848656939526, -122.412784096502)
02/03/2015(37.7848656939526, -122.412784096502)
02/03/2015(37.7822000723138, -122.458857560736)
02/03/2015(37.778719262789, -122.414743835382)
02/03/2015(37.778719262789, -122.414743835382)
03/16/2014(37.7682726763619, -122.419983447697)
02/01/2015(37.7998691995985, -122.409667412997)
02/01/2015(37.7650244301204, -122.41920245941)
02/01/2015(37.7650244301204, -122.41920245941)
02/03/2015(37.7998154571094, -122.44368609814)
02/03/2015(37.7998154571094, -122.44368609814)
02/03/2015(37.7632323869521, -122.419424383763)
02/03/2015(37.7632323869521, -122.419424383763)
02/03/2015(37.7632323869521, -122.419424383763)
02/03/2015(37.7632323869521, -122.419424383763)
02/03/2015(37.7632323869521, -122.419424383763)
02/03/2015(37.7300388291294, -122.39807475364)
02/03/2015(37.725669186459, -122.463597480953)
01/26/2015(37.7205097496756, -122.440660894634)
02/03/2015(37.7817511307229, -122.411071423064)
02/03/2015(37.7450364333137, -122.402841680867)
02/03/2015(37.7837240254478, -122.414242955907)
02/03/2015(37.7837240254478, -122.414242955907)
02/03/2015(37.7837240254478, -122.414242955907)
01/29/2015(37.7910323101921, -122.405716064431)
01/29/2015(37.7910323101921, -122.405716064431)
02/03/2015(37.8074451162355, -122.410524742229)
01/10/2015(37.7923753856472, -122.402739239559)
01/10/2015(37.7923753856472, -122.402739239559)
02/03/2015(37.7336749150104, -122.426391018521)
02/03/2015(37.7893728798505, -122.429732992551)
02/03/2015(37.7893728798505, -122.429732992551)
02/02/2015(37.7210571460375, -122.475222189932)
02/03/2015(37.784696907904, -122.413609328985)
02/03/2015(37.7994880717633, -122.409017007613)
02/03/2015(37.7276354562102, -122.413998755933)
02/01/2015(37.7805797943167, -122.476719025527)
02/03/2015(37.7852686309087, -122.403070000847)
02/03/2015(37.7852686309087, -122.403070000847)
02/03/2015(37.7852686309087, -122.403070000847)
02/03/2015(37.7808219708329, -122.422090267887)
02/02/2015(37.7919493361815, -122.41693893613)
02/03/2015(37.7894768075723, -122.414576897)
02/03/2015(37.7211907226133, -122.440235454273)
02/03/2015(37.752827655129, -122.508432367694)
02/02/2015(37.7650501214668, -122.419671780296)
02/03/2015(37.7672442209616, -122.510225749052)
04/04/2014(37.7827317884887, -122.406481972743)
02/03/2015(37.7819536537257, -122.410041631816)
02/02/2015(37.7958776753364, -122.415006296604)
02/03/2015(37.7288276251864, -122.380348349699)
02/02/2015(37.7776176281026, -122.411874120577)
01/31/2015(37.7573788687978, -122.399983788101)
02/03/2015(37.7287297938303, -122.431295002963)
01/10/2015(37.798321225099, -122.411302650354)
02/03/2015(37.7837069301545, -122.408595110869)
02/03/2015(37.7538579167642, -122.419154926676)
02/03/2015(37.7511784346447, -122.396411072525)
02/02/2015(37.7295846900095, -122.394888208756)
02/02/2015(37.7192685809366, -122.391468771522)
02/02/2015(37.7192685809366, -122.391468771522)
02/02/2015(37.7192685809366, -122.391468771522)
02/03/2015(37.7878555996754, -122.442112423143)
02/03/2015(37.7878555996754, -122.442112423143)
02/03/2015(37.7684917389792, -122.417282382012)
02/03/2015(37.760692489996, -122.386104938274)
02/03/2015(37.7600697106567, -122.434994783089)
02/01/2015(37.7936819085763, -122.41794044472)
02/02/2015(37.70986044957, -122.451345531222)
02/13/2016(37.79009962736703, -122.40031605728647)
04/15/2016(37.78440117948599, -122.40754585593122)
01/29/2016(37.775420706711, -122.40340479147905)
02/03/2015(37.7218048835547, -122.440006611531)
02/03/2015(37.775420706711, -122.403404791479)
02/03/2015(37.775420706711, -122.403404791479)
02/02/2015(37.773886367051, -122.44691608078)
02/03/2015(37.7830679886919, -122.415721688006)
02/03/2015(37.7706305910776, -122.41248326348)
02/03/2015(37.7818621883021, -122.413869632554)
02/01/2015(37.7107503110825, -122.414753332924)
02/02/2015(37.7680170125986, -122.423321421434)
01/30/2015(37.7831614109395, -122.411615075408)
02/03/2015(37.7206038015008, -122.439624543268)
02/03/2015(37.786383021575, -122.399289033567)
01/31/2015(37.7966976738334, -122.398324392842)
02/03/2015(37.7216221726261, -122.472321912705)
02/03/2015(37.775420706711, -122.403404791479)
02/03/2015(37.7164758973784, -122.453994369282)
01/30/2015(37.7982652352526, -122.418861966021)
01/29/2016(37.775420706711, -122.40340479147905)
05/10/2017(37.78170626122991, -122.3891782626499)
05/16/2017(37.76853147324479, -122.40487869079851)
02/02/2015(37.7650501214668, -122.419671780296)
02/03/2015(37.806426731679, -122.407149304657)
02/02/2015(37.7161089324351, -122.453699685257)
02/03/2015(37.7780062911327, -122.436698225121)
02/03/2015(37.7865647607685, -122.407244087032)
02/03/2015(37.783287873572, -122.408953598279)
02/03/2015(37.7822127546626, -122.399837367207)
02/03/2015(37.7206038015008, -122.439624543268)
02/03/2015(37.7206038015008, -122.439624543268)
01/31/2015(37.7976645305321, -122.422975242584)
02/03/2015(37.7876106365854, -122.405819515169)
02/03/2015(37.7739274524819, -122.412933062384)
02/03/2015(37.7739274524819, -122.412933062384)
02/03/2015(37.7739274524819, -122.412933062384)
02/03/2015(37.7739274524819, -122.412933062384)
02/03/2015(37.7739274524819, -122.412933062384)
01/31/2015(37.7293119114256, -122.390894724304)
01/31/2015(37.7293119114256, -122.390894724304)
01/31/2015(37.7293119114256, -122.390894724304)
02/03/2015(37.7799444052046, -122.414317857881)
02/03/2015(37.7799444052046, -122.414317857881)
02/01/2015(37.7798431570931, -122.405112001355)
02/03/2015(37.7554460266182, -122.387067977547)
02/03/2015(37.7867754820647, -122.420775721444)
02/03/2015(37.7867754820647, -122.420775721444)
02/03/2015(37.7120920675614, -122.4208910342)
02/03/2015(37.7296796672727, -122.373456171525)
02/03/2015(37.7296796672727, -122.373456171525)
01/20/2015(37.7937145536167, -122.43229520935)
02/02/2015(37.7824570677935, -122.392845456789)
02/03/2015(37.7570691172002, -122.402806433608)
02/03/2015(37.7846856433216, -122.449270249224)
02/03/2015(37.7784692199467, -122.513642064265)
02/03/2015(37.7987183534813, -122.435889235002)
02/03/2015(37.7844788538745, -122.404270179486)
02/03/2015(37.7121502932531, -122.417144802399)
02/03/2015(37.7121502932531, -122.417144802399)
02/03/2015(37.7121502932531, -122.417144802399)
02/03/2015(37.7121502932531, -122.417144802399)
02/03/2015(37.7780501202623, -122.451998028803)
02/03/2015(37.7980532528058, -122.396374439116)
02/03/2015(37.7998528145322, -122.436910088417)
02/03/2015(37.7998528145322, -122.436910088417)
02/03/2015(37.7822305870036, -122.41029351969)
02/03/2015(37.7822305870036, -122.41029351969)
02/03/2015(37.7789940710712, -122.40509433812)
02/03/2015(37.7842937802977, -122.421096796936)
02/01/2015(37.7354387951327, -122.416187526379)
02/03/2015(37.7863072236365, -122.405294845215)
02/03/2015(37.7863072236365, -122.405294845215)
02/03/2015(37.77636280535, -122.413361136168)
02/03/2015(37.7227651550983, -122.435206927167)
02/02/2015(37.7323966010148, -122.44547478111)
02/03/2015(37.8072245494003, -122.412305654928)
02/03/2015(37.7782352182811, -122.409158691757)
02/03/2015(37.8086250595467, -122.412527239682)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.726854596498, -122.43307534135)
02/03/2015(37.7585838119382, -122.419843759487)
02/03/2015(37.7585838119382, -122.419843759487)
02/03/2015(37.7585838119382, -122.419843759487)
02/03/2015(37.7585838119382, -122.419843759487)
02/03/2015(37.7585838119382, -122.419843759487)
02/03/2015(37.7327899367388, -122.391257625349)
02/04/2015(37.7839320277273, -122.412597377187)
02/03/2015(37.765114811569, -122.484760636297)
02/03/2015(37.765114811569, -122.484760636297)
02/03/2015(37.765114811569, -122.484760636297)
02/04/2015(37.784816365102, -122.40947349732)
02/04/2015(37.786277459166, -122.412999075009)
02/03/2015(37.7858926099715, -122.419739837805)
02/04/2015(37.7869881885308, -122.410699657634)
02/03/2015(37.7843533426568, -122.432914603494)
02/03/2015(37.7843533426568, -122.432914603494)
02/03/2015(37.7843533426568, -122.432914603494)
02/03/2015(37.7843533426568, -122.432914603494)
02/04/2015(37.7523483654161, -122.406345654667)
02/04/2015(37.7425218927281, -122.404308773077)
02/04/2015(37.7841847091303, -122.418562097105)
02/04/2015(37.775898446204, -122.418480564808)
02/04/2015(37.7917404337271, -122.396647503187)
02/04/2015(37.7731370565281, -122.471762293488)
02/04/2015(37.7731370565281, -122.471762293488)
02/03/2015(37.7152017720854, -122.468075662537)
02/04/2015(37.7840890366868, -122.411800134753)
02/04/2015(37.7840890366868, -122.411800134753)
02/04/2015(37.7940589735021, -122.407904730522)
02/04/2015(37.778293520129, -122.415448759562)
02/04/2015(37.7905215969161, -122.40221854007)
02/03/2015(37.793079042261, -122.400542764838)
02/04/2015(37.786719015554, -122.413174494396)
02/04/2015(37.786719015554, -122.413174494396)
02/04/2015(37.786719015554, -122.413174494396)
02/02/2015(37.716962016099, -122.389279211854)
02/02/2015(37.716962016099, -122.389279211854)
02/04/2015(37.7875096258655, -122.420136159979)
02/01/2015(37.7983917580329, -122.424808639628)
02/04/2015(37.7858882195106, -122.411742515582)
02/04/2015(37.7979117105028, -122.405862214655)
02/03/2015(37.7759042673828, -122.423581857437)
02/03/2015(37.7738617771611, -122.413045971966)
01/30/2015(37.775420706711, -122.403404791479)
02/03/2015(37.7881242734432, -122.417672923626)
01/29/2015(37.7831032668735, -122.420996914)
02/03/2015(37.7823629069329, -122.42831052169)
02/04/2015(37.752684919614, -122.410962664755)
02/04/2015(37.7602340753605, -122.419208249507)
02/04/2015(37.7479994493226, -122.420832650303)
02/04/2015(37.7704697548539, -122.443311949602)
01/31/2015(37.7762075768262, -122.420332099593)
02/04/2015(37.7629167766586, -122.412173946265)
04/18/2014(37.7708917848848, -122.489804747862)
02/04/2015(37.7661259454801, -122.42207304894)
02/03/2015(37.8006374058088, -122.407589113638)
02/04/2015(37.7823629069329, -122.42831052169)
02/03/2015(37.7604853376207, -122.409997302682)
02/04/2015(37.7800574377607, -122.408673540372)
02/04/2015(37.7800574377607, -122.408673540372)
02/04/2015(37.775420706711, -122.403404791479)
02/03/2015(37.7812707434494, -122.411339562557)
02/04/2015(37.7810694335442, -122.447517523122)
02/04/2015(37.7872932910877, -122.415821891164)
02/04/2015(37.721313139839, -122.395989596412)
02/04/2015(37.721313139839, -122.395989596412)
02/04/2015(37.721313139839, -122.395989596412)
02/03/2015(37.7117445002313, -122.431015257276)
02/03/2015(37.7117445002313, -122.431015257276)
04/19/2014(37.7650501214668, -122.419671780296)
02/04/2015(37.7883759137117, -122.42615135926)
02/04/2015(37.7319142844378, -122.395729263523)
01/31/2015(37.7888993699465, -122.403177062044)
01/31/2015(37.7888993699465, -122.403177062044)
02/04/2015(37.7523735149599, -122.416268632715)
02/04/2015(37.7577363372928, -122.463082794078)
02/03/2015(37.7404281429428, -122.471227901179)
02/04/2015(37.7816542806076, -122.415508242782)
02/04/2015(37.7816542806076, -122.415508242782)
02/03/2015(37.7779050116432, -122.469357481945)
02/03/2015(37.7779050116432, -122.469357481945)
02/04/2015(37.795737109246, -122.423413057205)
02/04/2015(37.7993401835421, -122.409835057079)
02/04/2015(37.7993401835421, -122.409835057079)
02/03/2015(37.7467405576771, -122.41303432871)
